,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
33,23,1.63,-20.70088889,23,1.63,-20.70088889,23,1.63,-20.70088889,40,1.33,-21.62566667,40,1.33,-21.62566667,40,1.33,-21.62566667,23,1.63,-20.70088889,23,1.63,-20.70088889,23,1.63,-20.70088889,16,2.58
34,23,1.63,-20.70088889,23,1.63,-20.70088889,40,1.33,-21.62566667,23,1.63,-20.70088889,23,1.63,-20.70088889,40,1.33,-21.62566667,40,1.33,-21.62566667,40,1.33,-21.62566667,23,1.63,-20.70088889,16,2.58
35,23,1.63,-20.70088889,40,1.33,-21.62566667,23,1.63,-20.70088889,40,1.33,-21.62566667,23,1.63,-20.70088889,40,1.33,-21.62566667,40,1.33,-21.62566667,23,1.63,-20.70088889,40,1.33,-21.62566667,16,2.58
36,23,1.63,-20.70088889,40,1.33,-21.62566667,23,1.63,-20.70088889,40,1.33,-21.62566667,23,1.63,-20.70088889,40,1.33,-21.62566667,40,1.33,-21.62566667,40,1.33,-21.62566667,40,1.33,-21.62566667,16,2.58
37,40,1.33,-21.62566667,40,1.33,-21.62566667,23,1.63,-20.70088889,40,1.33,-21.62566667,40,1.33,-21.62566667,40,1.33,-21.62566667,40,1.33,-21.62566667,23,1.63,-20.70088889,40,1.33,-21.62566667,16,2.58
38,40,1.33,-21.62566667,40,1.33,-21.62566667,40,1.33,-21.62566667,40,1.33,-21.62566667,23,1.63,-20.70088889,40,1.33,-21.62566667,40,1.33,-21.62566667,40,1.33,-21.62566667,40,1.33,-21.62566667,16,2.58
39,42,2.16,-22.78733333,42,2.16,-22.78733333,42,2.16,-22.78733333,42,2.16,-22.78733333,42,2.16,-22.78733333,73,1.5,-24.071,42,2.16,-22.78733333,42,2.16,-22.78733333,42,2.16,-22.78733333,16,2.58
40,42,2.16,-22.78733333,42,2.16,-22.78733333,42,2.16,-22.78733333,42,2.16,-22.78733333,73,1.5,-24.071,42,2.16,-22.78733333,73,1.5,-24.071,42,2.16,-22.78733333,42,2.16,-22.78733333,16,2.58
41,42,2.16,-22.78733333,42,2.16,-22.78733333,73,1.5,-24.071,73,1.5,-24.071,42,2.16,-22.78733333,73,1.5,-24.071,42,2.16,-22.78733333,42,2.16,-22.78733333,42,2.16,-22.78733333,16,2.58
42,42,2.16,-22.78733333,42,2.16,-22.78733333,42,2.16,-22.78733333,73,1.5,-24.071,42,2.16,-22.78733333,73,1.5,-24.071,73,1.5,-24.071,42,2.16,-22.78733333,73,1.5,-24.071,16,2.58
43,42,2.16,-22.78733333,73,1.5,-24.071,42,2.16,-22.78733333,73,1.5,-24.071,42,2.16,-22.78733333,42,2.16,-22.78733333,73,1.5,-24.071,73,1.5,-24.071,73,1.5,-24.071,16,2.58
44,73,1.5,-24.071,73,1.5,-24.071,42,2.16,-22.78733333,42,2.16,-22.78733333,42,2.16,-22.78733333,73,1.5,-24.071,73,1.5,-24.071,73,1.5,-24.071,73,1.5,-24.071,16,2.58
45,73,1.5,-24.071,73,1.5,-24.071,42,2.16,-22.78733333,73,1.5,-24.071,73,1.5,-24.071,73,1.5,-24.071,73,1.5,-24.071,42,2.16,-22.78733333,73,1.5,-24.071,16,2.58
46,42,2.16,-22.78733333,73,1.5,-24.071,73,1.5,-24.071,73,1.5,-24.071,73,1.5,-24.071,73,1.5,-24.071,73,1.5,-24.071,73,1.5,-24.071,73,1.5,-24.071,16,2.58
47,73,1.5,-24.071,73,1.5,-24.071,73,1.5,-24.071,73,1.5,-24.071,73,1.5,-24.071,73,1.5,-24.071,73,1.5,-24.071,73,1.5,-24.071,40,1.33,-21.62566667,16,2.58
48,73,1.5,-24.071,73,1.5,-24.071,73,1.5,-24.071,73,1.5,-24.071,40,1.33,-21.62566667,73,1.5,-24.071,40,1.33,-21.62566667,73,1.5,-24.071,73,1.5,-24.071,16,2.58
49,73,1.5,-24.071,73,1.5,-24.071,40,1.33,-21.62566667,73,1.5,-24.071,73,1.5,-24.071,73,1.5,-24.071,40,1.33,-21.62566667,73,1.5,-24.071,40,1.33,-21.62566667,16,2.58
50,73,1.5,-24.071,40,1.33,-21.62566667,73,1.5,-24.071,40,1.33,-21.62566667,40,1.33,-21.62566667,73,1.5,-24.071,40,1.33,-21.62566667,73,1.5,-24.071,73,1.5,-24.071,16,2.58
51,73,1.5,-24.071,73,1.5,-24.071,40,1.33,-21.62566667,40,1.33,-21.62566667,73,1.5,-24.071,40,1.33,-21.62566667,73,1.5,-24.071,40,1.33,-21.62566667,40,1.33,-21.62566667,16,2.58
52,73,1.5,-24.071,40,1.33,-21.62566667,73,1.5,-24.071,40,1.33,-21.62566667,40,1.33,-21.62566667,40,1.33,-21.62566667,40,1.33,-21.62566667,40,1.33,-21.62566667,73,1.5,-24.071,16,2.58
53,40,1.33,-21.62566667,40,1.33,-21.62566667,73,1.5,-24.071,40,1.33,-21.62566667,40,1.33,-21.62566667,40,1.33,-21.62566667,40,1.33,-21.62566667,73,1.5,-24.071,40,1.33,-21.62566667,16,2.58
54,73,1.5,-24.071,40,1.33,-21.62566667,40,1.33,-21.62566667,40,1.33,-21.62566667,40,1.33,-21.62566667,40,1.33,-21.62566667,40,1.33,-21.62566667,40,1.33,-21.62566667,40,1.33,-21.62566667,16,2.58
55,24,1.66,-20.62122222,24,1.66,-20.62122222,24,1.66,-20.62122222,24,1.66,-20.62122222,24,1.66,-20.62122222,22,1.54,-20.30333333,24,1.66,-20.62122222,24,1.66,-20.62122222,24,1.66,-20.62122222,16,2.58
56,24,1.66,-20.62122222,24,1.66,-20.62122222,24,1.66,-20.62122222,24,1.66,-20.62122222,24,1.66,-20.62122222,22,1.54,-20.30333333,24,1.66,-20.62122222,22,1.54,-20.30333333,24,1.66,-20.62122222,16,2.58
57,24,1.66,-20.62122222,22,1.54,-20.30333333,24,1.66,-20.62122222,24,1.66,-20.62122222,24,1.66,-20.62122222,24,1.66,-20.62122222,22,1.54,-20.30333333,22,1.54,-20.30333333,24,1.66,-20.62122222,16,2.58
58,22,1.54,-20.30333333,22,1.54,-20.30333333,24,1.66,-20.62122222,24,1.66,-20.62122222,24,1.66,-20.62122222,24,1.66,-20.62122222,22,1.54,-20.30333333,24,1.66,-20.62122222,22,1.54,-20.30333333,16,2.58
59,22,1.54,-20.30333333,22,1.54,-20.30333333,24,1.66,-20.62122222,22,1.54,-20.30333333,24,1.66,-20.62122222,22,1.54,-20.30333333,22,1.54,-20.30333333,24,1.66,-20.62122222,24,1.66,-20.62122222,16,2.58
60,24,1.66,-20.62122222,22,1.54,-20.30333333,24,1.66,-20.62122222,22,1.54,-20.30333333,22,1.54,-20.30333333,22,1.54,-20.30333333,22,1.54,-20.30333333,24,1.66,-20.62122222,22,1.54,-20.30333333,16,2.58
61,24,1.66,-20.62122222,22,1.54,-20.30333333,22,1.54,-20.30333333,22,1.54,-20.30333333,22,1.54,-20.30333333,22,1.54,-20.30333333,22,1.54,-20.30333333,24,1.66,-20.62122222,22,1.54,-20.30333333,16,2.58
62,22,1.54,-20.30333333,22,1.54,-20.30333333,24,1.66,-20.62122222,22,1.54,-20.30333333,22,1.54,-20.30333333,22,1.54,-20.30333333,22,1.54,-20.30333333,22,1.54,-20.30333333,22,1.54,-20.30333333,16,2.58
63,73,1.5,-24.071,73,1.5,-24.071,73,1.5,-24.071,73,1.5,-24.071,73,1.5,-24.071,73,1.5,-24.071,22,1.54,-20.30333333,73,1.5,-24.071,73,1.5,-24.071,16,2.58
64,73,1.5,-24.071,73,1.5,-24.071,73,1.5,-24.071,73,1.5,-24.071,73,1.5,-24.071,22,1.54,-20.30333333,22,1.54,-20.30333333,73,1.5,-24.071,73,1.5,-24.071,16,2.58
65,73,1.5,-24.071,73,1.5,-24.071,73,1.5,-24.071,22,1.54,-20.30333333,73,1.5,-24.071,22,1.54,-20.30333333,22,1.54,-20.30333333,73,1.5,-24.071,73,1.5,-24.071,16,2.58
66,73,1.5,-24.071,73,1.5,-24.071,73,1.5,-24.071,22,1.54,-20.30333333,73,1.5,-24.071,22,1.54,-20.30333333,73,1.5,-24.071,22,1.54,-20.30333333,22,1.54,-20.30333333,16,2.58
67,73,1.5,-24.071,73,1.5,-24.071,22,1.54,-20.30333333,22,1.54,-20.30333333,73,1.5,-24.071,22,1.54,-20.30333333,22,1.54,-20.30333333,73,1.5,-24.071,22,1.54,-20.30333333,16,2.58
68,73,1.5,-24.071,22,1.54,-20.30333333,22,1.54,-20.30333333,22,1.54,-20.30333333,22,1.54,-20.30333333,73,1.5,-24.071,22,1.54,-20.30333333,73,1.5,-24.071,22,1.54,-20.30333333,16,2.58
69,22,1.54,-20.30333333,22,1.54,-20.30333333,22,1.54,-20.30333333,22,1.54,-20.30333333,73,1.5,-24.071,22,1.54,-20.30333333,22,1.54,-20.30333333,73,1.5,-24.071,22,1.54,-20.30333333,16,2.58
70,73,1.5,-24.071,22,1.54,-20.30333333,22,1.54,-20.30333333,22,1.54,-20.30333333,22,1.54,-20.30333333,22,1.54,-20.30333333,22,1.54,-20.30333333,22,1.54,-20.30333333,22,1.54,-20.30333333,16,2.58
71,24,1.66,-20.62122222,24,1.66,-20.62122222,24,1.66,-20.62122222,24,1.66,-20.62122222,24,1.66,-20.62122222,24,1.66,-20.62122222,24,1.66,-20.62122222,24,1.66,-20.62122222,23,1.63,-20.70088889,16,2.58
72,24,1.66,-20.62122222,24,1.66,-20.62122222,24,1.66,-20.62122222,24,1.66,-20.62122222,23,1.63,-20.70088889,24,1.66,-20.62122222,23,1.63,-20.70088889,24,1.66,-20.62122222,24,1.66,-20.62122222,16,2.58
73,24,1.66,-20.62122222,24,1.66,-20.62122222,23,1.63,-20.70088889,24,1.66,-20.62122222,23,1.63,-20.70088889,24,1.66,-20.62122222,23,1.63,-20.70088889,24,1.66,-20.62122222,24,1.66,-20.62122222,16,2.58
74,24,1.66,-20.62122222,23,1.63,-20.70088889,24,1.66,-20.62122222,24,1.66,-20.62122222,24,1.66,-20.62122222,23,1.63,-20.70088889,23,1.63,-20.70088889,23,1.63,-20.70088889,24,1.66,-20.62122222,16,2.58
75,24,1.66,-20.62122222,23,1.63,-20.70088889,24,1.66,-20.62122222,23,1.63,-20.70088889,24,1.66,-20.62122222,23,1.63,-20.70088889,23,1.63,-20.70088889,24,1.66,-20.62122222,23,1.63,-20.70088889,16,2.58
76,24,1.66,-20.62122222,23,1.63,-20.70088889,24,1.66,-20.62122222,23,1.63,-20.70088889,23,1.63,-20.70088889,23,1.63,-20.70088889,23,1.63,-20.70088889,23,1.63,-20.70088889,24,1.66,-20.62122222,16,2.58
77,23,1.63,-20.70088889,23,1.63,-20.70088889,24,1.66,-20.62122222,23,1.63,-20.70088889,24,1.66,-20.62122222,23,1.63,-20.70088889,23,1.63,-20.70088889,23,1.63,-20.70088889,23,1.63,-20.70088889,16,2.58
78,23,1.63,-20.70088889,23,1.63,-20.70088889,24,1.66,-20.62122222,23,1.63,-20.70088889,23,1.63,-20.70088889,23,1.63,-20.70088889,23,1.63,-20.70088889,23,1.63,-20.70088889,23,1.63,-20.70088889,16,2.58
79,40,1.33,-21.62566667,40,1.33,-21.62566667,40,1.33,-21.62566667,40,1.33,-21.62566667,40,1.33,-21.62566667,40,1.33,-21.62566667,40,1.33,-21.62566667,40,1.33,-21.62566667,72,1.3,-22.97733333,16,2.58
80,40,1.33,-21.62566667,72,1.3,-22.97733333,40,1.33,-21.62566667,40,1.33,-21.62566667,40,1.33,-21.62566667,40,1.33,-21.62566667,72,1.3,-22.97733333,40,1.33,-21.62566667,40,1.33,-21.62566667,16,2.58
81,40,1.33,-21.62566667,40,1.33,-21.62566667,40,1.33,-21.62566667,40,1.33,-21.62566667,72,1.3,-22.97733333,40,1.33,-21.62566667,72,1.3,-22.97733333,40,1.33,-21.62566667,72,1.3,-22.97733333,16,2.58
82,40,1.33,-21.62566667,40,1.33,-21.62566667,72,1.3,-22.97733333,40,1.33,-21.62566667,40,1.33,-21.62566667,72,1.3,-22.97733333,72,1.3,-22.97733333,40,1.33,-21.62566667,72,1.3,-22.97733333,16,2.58
83,40,1.33,-21.62566667,72,1.3,-22.97733333,72,1.3,-22.97733333,72,1.3,-22.97733333,40,1.33,-21.62566667,40,1.33,-21.62566667,72,1.3,-22.97733333,72,1.3,-22.97733333,40,1.33,-21.62566667,16,2.58
84,40,1.33,-21.62566667,40,1.33,-21.62566667,72,1.3,-22.97733333,72,1.3,-22.97733333,72,1.3,-22.97733333,72,1.3,-22.97733333,40,1.33,-21.62566667,72,1.3,-22.97733333,72,1.3,-22.97733333,16,2.58
85,40,1.33,-21.62566667,72,1.3,-22.97733333,40,1.33,-21.62566667,72,1.3,-22.97733333,72,1.3,-22.97733333,72,1.3,-22.97733333,72,1.3,-22.97733333,72,1.3,-22.97733333,72,1.3,-22.97733333,16,2.58
86,72,1.3,-22.97733333,72,1.3,-22.97733333,40,1.33,-21.62566667,72,1.3,-22.97733333,72,1.3,-22.97733333,72,1.3,-22.97733333,72,1.3,-22.97733333,72,1.3,-22.97733333,72,1.3,-22.97733333,16,2.58
87,74,1.7,-24.64333333,74,1.7,-24.64333333,74,1.7,-24.64333333,74,1.7,-24.64333333,74,1.7,-24.64333333,41,1.6,-22.29822222,74,1.7,-24.64333333,74,1.7,-24.64333333,74,1.7,-24.64333333,16,2.58
88,74,1.7,-24.64333333,74,1.7,-24.64333333,74,1.7,-24.64333333,74,1.7,-24.64333333,74,1.7,-24.64333333,41,1.6,-22.29822222,41,1.6,-22.29822222,74,1.7,-24.64333333,74,1.7,-24.64333333,16,2.58
89,74,1.7,-24.64333333,41,1.6,-22.29822222,74,1.7,-24.64333333,74,1.7,-24.64333333,74,1.7,-24.64333333,74,1.7,-24.64333333,41,1.6,-22.29822222,74,1.7,-24.64333333,41,1.6,-22.29822222,16,2.58
90,74,1.7,-24.64333333,74,1.7,-24.64333333,41,1.6,-22.29822222,74,1.7,-24.64333333,41,1.6,-22.29822222,74,1.7,-24.64333333,41,1.6,-22.29822222,74,1.7,-24.64333333,41,1.6,-22.29822222,16,2.58
91,74,1.7,-24.64333333,74,1.7,-24.64333333,74,1.7,-24.64333333,74,1.7,-24.64333333,41,1.6,-22.29822222,41,1.6,-22.29822222,41,1.6,-22.29822222,41,1.6,-22.29822222,41,1.6,-22.29822222,16,2.58
92,41,1.6,-22.29822222,41,1.6,-22.29822222,74,1.7,-24.64333333,74,1.7,-24.64333333,41,1.6,-22.29822222,74,1.7,-24.64333333,41,1.6,-22.29822222,41,1.6,-22.29822222,41,1.6,-22.29822222,16,2.58
93,41,1.6,-22.29822222,41,1.6,-22.29822222,74,1.7,-24.64333333,74,1.7,-24.64333333,41,1.6,-22.29822222,41,1.6,-22.29822222,41,1.6,-22.29822222,41,1.6,-22.29822222,41,1.6,-22.29822222,16,2.58
94,41,1.6,-22.29822222,41,1.6,-22.29822222,74,1.7,-24.64333333,41,1.6,-22.29822222,41,1.6,-22.29822222,41,1.6,-22.29822222,41,1.6,-22.29822222,41,1.6,-22.29822222,41,1.6,-22.29822222,16,2.58
95,42,2.16,-22.78733333,42,2.16,-22.78733333,42,2.16,-22.78733333,42,2.16,-22.78733333,42,2.16,-22.78733333,42,2.16,-22.78733333,74,1.7,-24.64333333,42,2.16,-22.78733333,42,2.16,-22.78733333,16,2.58
96,42,2.16,-22.78733333,42,2.16,-22.78733333,42,2.16,-22.78733333,42,2.16,-22.78733333,42,2.16,-22.78733333,74,1.7,-24.64333333,74,1.7,-24.64333333,42,2.16,-22.78733333,42,2.16,-22.78733333,16,2.58
97,42,2.16,-22.78733333,42,2.16,-22.78733333,74,1.7,-24.64333333,42,2.16,-22.78733333,74,1.7,-24.64333333,42,2.16,-22.78733333,74,1.7,-24.64333333,42,2.16,-22.78733333,42,2.16,-22.78733333,16,2.58
98,42,2.16,-22.78733333,42,2.16,-22.78733333,42,2.16,-22.78733333,74,1.7,-24.64333333,42,2.16,-22.78733333,74,1.7,-24.64333333,42,2.16,-22.78733333,74,1.7,-24.64333333,74,1.7,-24.64333333,16,2.58
99,42,2.16,-22.78733333,42,2.16,-22.78733333,42,2.16,-22.78733333,74,1.7,-24.64333333,74,1.7,-24.64333333,74,1.7,-24.64333333,74,1.7,-24.64333333,42,2.16,-22.78733333,74,1.7,-24.64333333,16,2.58
100,42,2.16,-22.78733333,42,2.16,-22.78733333,42,2.16,-22.78733333,74,1.7,-24.64333333,74,1.7,-24.64333333,74,1.7,-24.64333333,74,1.7,-24.64333333,74,1.7,-24.64333333,74,1.7,-24.64333333,16,2.58
101,74,1.7,-24.64333333,74,1.7,-24.64333333,42,2.16,-22.78733333,74,1.7,-24.64333333,42,2.16,-22.78733333,74,1.7,-24.64333333,74,1.7,-24.64333333,74,1.7,-24.64333333,74,1.7,-24.64333333,16,2.58
102,42,2.16,-22.78733333,74,1.7,-24.64333333,74,1.7,-24.64333333,74,1.7,-24.64333333,74,1.7,-24.64333333,74,1.7,-24.64333333,74,1.7,-24.64333333,74,1.7,-24.64333333,74,1.7,-24.64333333,16,2.58
103,42,2.16,-22.78733333,42,2.16,-22.78733333,42,2.16,-22.78733333,42,2.16,-22.78733333,42,2.16,-22.78733333,42,2.16,-22.78733333,42,2.16,-22.78733333,42,2.16,-22.78733333,72,1.3,-22.97733333,16,2.58
104,42,2.16,-22.78733333,42,2.16,-22.78733333,42,2.16,-22.78733333,42,2.16,-22.78733333,42,2.16,-22.78733333,42,2.16,-22.78733333,72,1.3,-22.97733333,42,2.16,-22.78733333,72,1.3,-22.97733333,16,2.58
105,42,2.16,-22.78733333,42,2.16,-22.78733333,72,1.3,-22.97733333,42,2.16,-22.78733333,72,1.3,-22.97733333,42,2.16,-22.78733333,72,1.3,-22.97733333,42,2.16,-22.78733333,42,2.16,-22.78733333,16,2.58
106,42,2.16,-22.78733333,72,1.3,-22.97733333,42,2.16,-22.78733333,72,1.3,-22.97733333,72,1.3,-22.97733333,42,2.16,-22.78733333,72,1.3,-22.97733333,42,2.16,-22.78733333,42,2.16,-22.78733333,16,2.58
107,42,2.16,-22.78733333,42,2.16,-22.78733333,72,1.3,-22.97733333,72,1.3,-22.97733333,72,1.3,-22.97733333,72,1.3,-22.97733333,72,1.3,-22.97733333,42,2.16,-22.78733333,42,2.16,-22.78733333,16,2.58
108,72,1.3,-22.97733333,72,1.3,-22.97733333,42,2.16,-22.78733333,42,2.16,-22.78733333,42,2.16,-22.78733333,72,1.3,-22.97733333,72,1.3,-22.97733333,72,1.3,-22.97733333,72,1.3,-22.97733333,16,2.58
109,72,1.3,-22.97733333,72,1.3,-22.97733333,42,2.16,-22.78733333,72,1.3,-22.97733333,72,1.3,-22.97733333,72,1.3,-22.97733333,72,1.3,-22.97733333,42,2.16,-22.78733333,72,1.3,-22.97733333,16,2.58
110,72,1.3,-22.97733333,72,1.3,-22.97733333,42,2.16,-22.78733333,72,1.3,-22.97733333,72,1.3,-22.97733333,72,1.3,-22.97733333,72,1.3,-22.97733333,72,1.3,-22.97733333,72,1.3,-22.97733333,16,2.58
