,0
597,739.5187851
598,4354.569571
599,4505.593506
600,4648.592867
601,5035.487884
602,5158.820105
603,5130.263913
604,4297.976368
605,4351.171272
606,2937.010088
607,2696.360788
608,2893.233983
609,2572.999894
610,2632.123938
611,3101.386491
612,2681.300112
613,2984.263141
614,554.1900428
615,632.0577096
616,648.9119348
617,663.9965862
618,672.6604835
619,642.5816418
620,591.9836279
621,507.9512198
622,2817.937272
623,3093.161805
624,3400.680392
625,3158.044268
626,3177.051363
627,3174.087457
628,2932.095306
629,2717.923498
630,1140.26121
631,988.3754516
632,711.8164421
633,937.1728123
634,930.2435443
635,893.1950959
636,820.0218704
637,1050.880586
638,962.0534185
639,821.3678461
640,699.9093785
641,874.711818
642,775.4487862
643,794.0184191
644,1007.624293
645,1033.32264
646,675.6975016
647,732.9524657
648,768.0100058
649,782.7213333
650,769.6767921
651,782.0158096
652,708.4861508
653,627.3921383
654,670.061046
655,766.4150318
656,816.7174285
657,787.21908
658,799.7483136
659,749.2683833
660,705.7271627
661,605.4318809
662,17.66937714
663,21.26302717
664,22.10175682
665,23.33646134
666,24.33405285
667,23.56474248
668,22.82102108
669,21.66189546
670,445.2461599
671,489.3538358
672,456.2603243
673,436.3035294
674,400.4591399
675,336.8936581
676,335.79212
677,195.1179923
678,3197.676242
679,3099.523505
680,3209.487385
681,2858.271213
682,2837.694762
683,2556.616213
684,2089.074304
685,2203.937192
686,4554.349081
687,4730.926066
688,4564.168905
689,4584.17082
690,5232.935468
691,5106.891653
692,5732.776163
693,4709.013236
694,538.7286473
695,690.3485587
696,836.2166046
697,876.8651881
698,786.6520958
699,829.0082353
700,814.4567634
701,900.6056292
702,1867.139799
703,1736.221079
704,1676.668672
705,1556.688999
706,1400.104342
707,939.6294259
708,1035.971299
709,719.0589004
710,-56.54627487
711,-61.36083391
712,-59.56189535
713,-64.83017175
714,-65.29023043
715,-57.8340688
716,-59.59253648
717,-51.98107516
718,1038.579723
719,835.7464988
720,868.1479953
721,466.2323674
722,457.7621461
723,152.5591741
724,-124.4878313
725,-251.5755475
726,1234.917452
727,1526.672687
728,1628.362629
729,1865.588366
730,1740.671526
731,1708.259561
732,1917.683613
733,1645.530947
734,658.2910018
735,706.0492836
736,734.6561706
737,715.2810383
738,721.0288594
739,648.7315456
740,520.9565475
741,547.1852672
742,2705.932591
743,2360.926557
744,2484.47428
745,2559.970948
746,2729.542297
747,2773.066265
748,2453.023124
749,2748.175483
750,5570.843414
751,6007.004719
752,5602.025532
753,5240.367366
754,4521.964413
755,4789.929676
756,3955.253913
757,4403.14748
758,4895.501602
759,4718.098045
760,4828.610052
761,4755.998674
762,4940.706421
763,5598.916668
764,4610.88678
765,895.255428
766,1069.501973
767,1075.973398
768,1170.928974
769,1250.470915
770,1121.884367
771,1134.330496
772,1194.563715
773,1988.447329
774,1835.586359
775,1787.443343
776,1819.768197
777,1564.844279
778,1695.088902
779,1306.40325
780,959.1212274
781,2705.371139
782,2912.547628
783,3093.947272
784,3167.38752
785,2825.448792
786,2665.23681
787,997.7500125
788,879.9520956
789,851.3134338
790,791.2165138
791,396.8722718
792,197.4421976
793,111.6833732
794,940.717517
795,843.0156873
796,418.9392033
797,513.0274356
798,508.7998296
799,232.191245
800,181.2509296
801,5828.139689
802,5512.809598
803,6076.061285
804,6391.609662
805,5563.059793
806,4802.547766
807,4946.292818
808,4081.358824
809,656.406135
810,698.1434533
811,737.2946539
812,744.4406656
813,723.4504577
814,603.9978323
815,1270.237134
816,1567.177924
817,1698.550106
818,1735.950064
819,1785.101559
820,1746.690702
821,1650.459204
822,1460.094975
823,802.7109323
824,736.7954865
825,618.5781853
826,481.4008065
827,492.3643757
828,314.0715938
829,222.0182744
830,127.9214781
831,371.6717763
832,442.2489539
833,434.3026493
834,539.2244593
835,503.5782046
836,526.4242353
837,521.5804478
838,531.7315559
839,-83.54535637
840,92.12065731
841,122.9484871
842,161.695776
843,250.7591522
844,178.4050447
845,120.9980454
846,20.74662787
847,511.8508417
848,581.0573507
849,651.772989
850,3407.331056
851,664.8506545
852,588.2943163
853,535.2175773
854,2929.008997
855,2593.458113
856,2171.594254
857,2377.691054
858,3154.406791
859,2464.44628
860,2444.665143
861,2681.337047
862,2074.502713
863,2279.074358
864,2479.441108
865,2543.681387
866,2614.237939
867,2407.631608
868,2298.493207
869,2180.536644
870,4077.011953
871,3931.271573
872,4012.556904
873,4020.909008
874,3570.822087
875,3802.242738
876,4640.051559
877,3950.841552
878,222.6088717
879,285.1099711
880,327.6353951
881,587.0141471
882,549.6814986
883,531.3762577
884,501.8699214
885,473.7155795
886,2765.712114
887,2370.860781
888,2351.13177
889,2494.971576
890,2867.459196
891,2248.350976
892,2291.580729
893,2543.495864
894,976.0727691
895,955.9919254
896,917.4616783
897,923.2853151
898,1103.76566
899,1146.130057
900,962.3004879
901,930.9912357
902,676.2534593
903,748.4087601
904,743.6159728
905,957.1005884
906,946.2500656
907,1045.344382
908,1250.270657
909,1014.098604
910,10040.45473
911,876.7829011
912,921.8375898
913,955.2990855
914,419.7250897
915,475.5837914
916,164.8473697
917,3712.529008
918,3401.713552
919,3188.584414
920,3174.22537
921,2501.819751
922,2416.741211
923,2525.620142
924,2748.852105
925,526.4898291
926,609.2960199
927,647.3679547
928,649.1946671
929,655.0283502
930,619.8071748
931,575.242193
932,499.0755371
933,4121.303676
934,3942.790596
935,3293.615545
936,3738.652402
937,4219.69467
938,3743.126147
939,4909.222912
940,4120.726509
941,419.616384
942,540.6018951
943,647.9635192
944,752.2766433
945,865.571666
946,802.3628453
947,729.7560559
948,785.0446271
949,1001.696918
950,1257.015286
951,1437.180534
952,1468.495277
953,1447.046485
954,2925.499183
955,1380.581359
956,1436.740704
957,874.7818382
958,1028.844184
959,1225.232824
960,1250.179594
961,1437.880805
962,1377.341677
963,1306.019794
964,1311.314201
965,-275.7402504
966,-283.3443674
967,-303.3139499
968,-267.2622597
969,-341.85729
970,-283.1742116
971,-347.5946011
972,-392.9140422
973,515.6333193
974,651.9073646
975,686.3812701
976,761.8040492
977,423.9096467
978,229.9592606
979,155.8996371
980,62.21753328
981,3565.931755
982,3660.036364
983,3382.049217
984,3794.353302
985,3507.96417
986,2515.907144
987,2377.59328
988,2582.966212
989,6915.456829
990,3882.394653
991,612.7796538
992,742.4844334
993,380.9006304
994,-132.2149677
995,377.7910159
996,550.4785014
997,2150.408953
998,2376.958312
999,2495.130889
1000,2659.526467
1001,2750.03728
1002,2525.240622
1003,2406.693177
1004,2267.501398
1005,-50.76155211
1006,-63.13137078
1007,-59.10076348
1008,-61.8461438
1009,-53.30426691
1010,-58.30907677
1011,-60.81884326
1012,-48.71061839
1013,881.2323072
1014,1091.597243
1015,1283.211718
1016,1363.382567
1017,1332.168843
1018,1532.146199
1019,1393.603394
1020,1411.159214
1021,4226.810587
1022,4116.159179
1023,3567.252426
1024,3973.517473
1025,4601.810876
1026,4378.676541
1027,4917.007243
1028,4109.146751
1029,441.4718182
1030,506.3227675
1031,525.6722929
1032,543.9756461
1033,541.8485574
1034,522.3447253
1035,474.5612538
1036,398.8824345
1037,1734.086333
1038,1453.763866
1039,1410.454062
1040,1832.335772
1041,1682.657814
1042,1735.82527
1043,2168.265225
1044,1231.818463
1045,8823.058179
1046,624.620196
1047,745.9430101
1048,618.977557
1049,601.8492715
1050,586.5115719
1051,569.4376861
1052,522.2338872
1053,677.8236388
1054,706.4378408
1055,700.064919
1056,638.0272989
1057,464.9568625
1058,212.9161188
1059,113.3248183
1060,37.42325049
1061,5813.85918
1062,3696.116692
1063,3051.817711
1064,2977.946503
1065,1588.005237
1066,352.9966273
1067,232.6648104
1068,74.63635352
1069,247.5843926
1070,338.9615063
1071,392.6098901
1072,398.1871342
1073,444.0342457
1074,456.1383264
1075,413.7151906
1076,1009.347529
1077,793.1888246
1078,1232.851163
1079,1403.220428
1080,990.0144511
1081,990.8682829
1082,973.7559353
1083,978.5865299
1084,1234.507709
1085,1456.886697
1086,1582.452202
1087,1456.072625
1088,1625.32255
1089,1429.232086
1090,1502.853871
1091,4214.260839
1092,4137.336656
1093,4249.906146
1094,4742.219472
1095,3868.274752
1096,3885.146164
1097,4739.019792
1098,4039.201177
1099,712.6156228
1100,759.5489812
1101,609.8181448
1102,502.8791541
1103,297.5300203
1104,189.4372663
1105,-273.3761632
1106,-347.4165385
1107,631.8874326
1108,672.632093
1109,888.4747874
1110,428.8758692
1111,113.9429389
1112,332.4099656
1113,109.65987
1114,-190.2364543
1115,11.38212071
1116,11.44677686
1117,10.64943061
1118,10.3274257
1119,9.555307759
1120,7.535622265
1121,3.899571797
1122,-4.877430989
