,0
673,0.379301364
674,0.273911223
675,0.396615463
676,0.296474664
677,0.136968778
678,2.008127242
679,1.80089238
680,2.038097978
681,1.856661082
682,1.872042144
683,1.999548771
684,1.875695093
685,2.015514297
686,0.408142246
687,0.372337599
688,0.239967457
689,0.379372475
690,0.067681313
691,0.219565016
692,0.153271366
693,0.034282295
694,0.216043835
695,0.085083444
696,0.099655859
697,0.07719717
698,-0.085905822
699,-0.237129862
700,-0.164045747
701,-0.064995797
702,0.535284188
703,0.24729066
704,0.144484581
705,-0.02061442
706,0.023894755
707,-0.289843099
708,-0.11093042
709,-0.026109866
710,0.701290362
711,0.786464613
712,0.547275865
713,0.543298385
714,0.311320989
715,0.542467518
716,0.26382139
717,0.140647789
718,1.431254558
719,1.220948628
720,1.693854124
721,1.663512836
722,1.118519323
723,1.390382407
724,1.89074702
725,2.055061978
726,-0.041478321
727,-0.004581552
728,-0.11471427
729,0.013051014
730,-0.129241342
731,0.089515547
732,0.120592438
733,0.220713825
734,0.06668721
735,0.069278455
736,0.027095768
737,0.058783015
738,-0.038981155
739,0.101311219
740,0.289185313
741,0.225114891
742,0.541744434
743,0.415816174
744,0.40782471
745,0.478459541
746,0.471769025
747,-0.237560652
748,0.165560869
749,0.105015066
750,0.060795449
751,-0.046994604
752,0.050479199
753,-0.120832809
754,-0.035767941
755,-0.201367084
756,0.011030912
757,-0.082632773
758,0.787301072
759,0.814909665
760,0.629445119
761,-0.087728585
762,0.444633711
763,0.104789962
764,-0.258503944
765,0.146731723
766,0.236631604
767,0.244962654
768,0.204834851
769,0.069299765
770,0.215392611
771,0.284945794
772,0.013384555
773,-0.059965637
774,0.183673833
775,-0.073673457
776,-0.109879965
777,0.354646155
778,0.270241031
779,-0.050262575
780,0.075424046
781,0.07952182
782,0.274043591
783,0.234567064
784,0.274111501
785,0.349113803
786,0.325271341
787,0.2112511
788,0.174212758
789,0.010160038
790,0.066563578
791,0.053325347
792,0.018153603
793,-0.042089809
794,-0.052265784
795,0.083685987
796,0.145324832
797,0.103223566
798,0.680914049
799,0.723967301
800,0.648418175
801,0.566653901
802,0.438883919
803,0.443520627
804,0.522204599
805,0.25558444
806,0.205577812
807,0.109466281
808,0.215158349
809,0.207133628
810,0.150973838
811,-0.186902916
812,-0.489225252
813,0.33088291
814,0.195462737
815,0.196004078
816,0.125452842
817,0.225679199
818,0.27961778
819,0.285547711
820,0.232774782
821,0.79231962
822,0.292768874
823,0.666284146
824,0.056835956
825,-0.005490247
826,0.444765532
827,0.225903847
828,0.156898551
829,0.229097382
830,0.242850877
831,0.25222709
832,0.134793189
833,0.258263524
834,0.636283606
835,0.3294157
836,0.344722523
837,0.430940191
838,0.379301468
839,0.382994464
840,0.403625157
841,0.38615081
842,0.230814752
843,0.295746954
844,0.068142172
845,1.301301461
846,1.239983335
847,1.715494343
848,1.60270673
849,1.276297537
850,1.324587155
851,1.276657862
852,1.926939444
853,0.251988052
854,0.362902611
855,0.489275374
856,0.115251436
857,0.190033104
858,0.351831025
859,0.19548492
860,0.270600041
861,0.040695777
862,0.076266523
863,0.10791797
864,0.113314769
865,0.134598766
866,0.104936294
867,0.194602169
868,0.199629598
869,0.394644427
870,0.579516031
871,0.26460327
872,0.487574007
873,0.502431459
874,0.366061769
875,0.390040043
876,0.535586338
877,0.517909609
878,0.395286703
879,0.584123359
880,0.538906275
881,0.464276743
882,0.504450482
883,0.542738664
884,0.509347153
885,0.845171633
886,1.198802474
887,0.979057632
888,0.344070911
889,0.370435757
890,0.511358195
891,0.95449068
892,0.357229741
893,0.845999462
894,0.684301182
895,0.930414549
896,0.478994044
897,0.295960809
898,0.019802764
899,0.110938945
900,0.185392641
901,0.46050818
902,0.443132139
903,0.422453533
904,0.368646091
905,0.329058014
906,0.289785699
907,0.227918289
908,0.389410413
909,0.472241605
910,0.441995875
911,0.628004617
912,0.372545261
913,0.676903627
914,0.388699481
915,0.302745705
916,0.372432886
917,0.625427492
918,0.650291281
919,0.525800216
920,0.504967367
921,0.306229852
922,0.275576127
923,0.413255631
924,0.373934705
925,0.451282741
926,0.42821369
927,0.499634283
928,0.456585062
929,0.562382237
930,0.480844385
931,0.519570691
932,0.510175928
933,0.830144101
934,0.754785981
935,0.81435055
936,0.706473637
937,0.829163339
938,0.541233246
939,0.502168828
940,0.51885921
941,0.343606809
942,0.287217472
943,0.407105079
944,0.565685395
945,0.474087012
946,0.289315579
947,0.405807869
948,0.494886131
949,0.493338424
950,0.471165005
951,0.393046842
952,0.482157178
953,0.241541109
954,0.332426208
955,0.525653214
956,0.338349334
957,0.377526484
958,0.684359813
959,0.527438487
960,0.414769204
961,0.306072884
962,0.420826025
963,0.160094544
964,1.110688515
965,1.214496451
966,0.505199649
967,0.61179878
968,0.322786533
969,0.457235306
970,0.564797682
971,0.225748419
972,0.928901956
973,1.172383006
974,0.827161717
975,0.806873444
976,0.964874102
977,0.485694388
978,0.594365447
979,0.835469789
980,1.120078507
981,0.862636205
982,0.943068594
983,0.835783198
984,0.941977905
985,0.858350511
986,0.530216921
987,0.573623566
988,0.874945415
989,0.85708536
990,0.887191613
991,0.85831882
992,0.825065218
993,0.911634956
994,0.583603798
995,0.726270369
996,0.68727477
997,0.865454468
998,0.809733033
999,0.740382046
1000,0.848367506
1001,0.583484794
1002,0.460661465
1003,0.333649853
1004,0.260494426
1005,1.427472929
1006,1.004707782
1007,1.857771122
1008,1.413090494
1009,1.931079385
1010,2.130861154
1011,2.393830649
1012,0.19947365
1013,1.839665801
1014,1.276698569
1015,1.986218365
1016,1.530652902
1017,1.523444321
1018,2.067512567
1019,1.036178881
1020,0.923237409
1021,1.07153556
1022,0.862641692
1023,0.934935143
1024,1.074678077
1025,0.857313262
1026,0.672159939
1027,0.713429633
1028,0.453966103
1029,0.410479086
1030,0.572572978
1031,0.382494955
1032,0.112732288
1033,0.287027582
1034,0.301899321
1035,0.728648011
1036,0.537958587
1037,0.390189392
1038,0.234756777
1039,0.44491921
1040,0.379502224
1041,-0.119607636
1042,0.814182123
1043,0.724312403
1044,0.765580763
1045,0.869519712
1046,0.614913105
1047,0.670328124
1048,0.531215613
1049,0.716428448
1050,0.921870275
1051,0.923857352
1052,0.516112232
1053,0.618029038
1054,0.335249512
1055,0.306604148
1056,0.505954584
1057,0.612961171
1058,0.372982946
1059,0.557062403
1060,0.615040891
1061,0.71385929
1062,0.716366313
1063,0.775981605
1064,0.445688267
1065,0.83375235
1066,0.300687925
1067,0.259730754
1068,0.299481147
1069,0.297500807
1070,0.53243457
1071,0.475624634
1072,0.532750055
1073,0.523292996
1074,0.523360872
1075,0.562513931
1076,0.587778524
1077,0.628931179
1078,0.635100113
1079,0.645118268
1080,0.932491814
1081,0.875845157
1082,0.698281679
1083,0.693189545
1084,0.243683186
1085,0.085200996
1086,0.404137082
1087,0.403900405
1088,0.435109633
1089,0.603526228
1090,0.449325099
1091,0.199702581
1092,0.677665299
1093,0.531547616
1094,0.365812105
1095,0.970319719
1096,0.816659294
1097,0.538442289
1098,0.741799558
1099,0.875146154
1100,0.885413596
1101,0.609627228
1102,0.786479905
1103,0.908446153
1104,0.709710521
1105,0.465988546
1106,0.179502361
1107,0.150558268
1108,0.853114779
1109,0.841581851
1110,0.911426493
1111,0.988578156
1112,0.768662774
1113,0.746357881
1114,0.688651424
1115,0.63568647
1116,0.892495732
1117,0.931199899
1118,0.743938484
1119,0.609481054
1120,0.678938627
1121,0.551420227
1122,0.476460531
1123,0.304197958
1124,-0.30319523
1125,0.767015163
1126,0.764057918
1127,0.566025796
1128,0.521075594
1129,0.385910618
1130,0.312722037
1131,0.523300108
1132,0.582258308
1133,2.12487109
1134,2.17244184
1135,1.952845127
1136,1.918443347
1137,2.136394084
1138,2.20488323
1139,2.050840824
1140,2.29341124
